Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"2-2-2-3-3-5-6-7","三同","三連順","順碰交響曲","中庸之道",30.00,1200.00,40.00
"2-2-2-3-3-5-6-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"2-2-2-3-3-5-7-7","三同","無","小葫蘆","中庸之道",31.00,542.50,17.50
"2-2-2-3-3-5-7-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"2-2-2-3-3-5-8-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"2-2-2-3-3-6-6-6","三同","無","碰碰胡","中庸之道",30.00,750.00,25.00
"2-2-2-3-3-6-6-7","三同","無","小葫蘆","中庸之道",31.00,542.50,17.50
"2-2-2-3-3-6-6-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"2-2-2-3-3-6-7-7","三同","無","小葫蘆","中庸之道",32.00,560.00,17.50
"2-2-2-3-3-6-7-8","三同","三連順","順碰交響曲","無",33.00,660.00,20.00
"2-2-2-3-3-6-8-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-2-3-3-7-7-7","三同","無","碰碰胡","中庸之道",33.00,825.00,25.00
"2-2-2-3-3-7-7-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-2-3-3-7-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-2-3-3-8-8-8","三同","無","碰碰胡","無",36.00,450.00,12.50
"2-2-2-3-4-4-4-4","四同","三連順","中葫蘆","中庸之道",25.00,3600.00,144.00
"2-2-2-3-4-4-4-5","三同","四連順","順碰交響曲","中庸之道",26.00,1300.00,50.00
"2-2-2-3-4-4-4-6","三同","三連順","雙三同","中庸之道",27.00,945.00,35.00
"2-2-2-3-4-4-4-7","三同","三連順","雙三同","中庸之道",28.00,980.00,35.00
"2-2-2-3-4-4-4-8","三同","三連順","雙三同","無",29.00,507.50,17.50
"2-2-2-3-4-4-5-5","三同","四連順","順碰交響曲","中庸之道",27.00,1350.00,50.00
"2-2-2-3-4-4-5-6","三同","五連順","平胡","中庸之道",28.00,2940.00,105.00
"2-2-2-3-4-4-5-7","三同","四連順","順碰交響曲","中庸之道",29.00,1450.00,50.00
"2-2-2-3-4-4-5-8","三同","四連順","順碰交響曲","無",30.00,750.00,25.00
"2-2-2-3-4-4-6-6","三同","三連順","小葫蘆","中庸之道",29.00,1015.00,35.00
"2-2-2-3-4-4-6-7","三同","三連順","小葫蘆","中庸之道",30.00,1050.00,35.00
"2-2-2-3-4-4-6-8","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"2-2-2-3-4-4-7-7","三同","三連順","小葫蘆","中庸之道",31.00,1085.00,35.00
"2-2-2-3-4-4-7-8","三同","三連順","小葫蘆","無",32.00,560.00,17.50
"2-2-2-3-4-4-8-8","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"2-2-2-3-4-5-5-5","三同","四連順","順碰交響曲","中庸之道",28.00,1400.00,50.00
"2-2-2-3-4-5-5-6","三同","五連順","順碰交響曲","中庸之道",29.00,2030.00,70.00
"2-2-2-3-4-5-5-7","三同","四連順","順碰交響曲","中庸之道",30.00,1500.00,50.00
"2-2-2-3-4-5-5-8","三同","四連順","順碰交響曲","無",31.00,775.00,25.00
"2-2-2-3-4-5-6-6","三同","五連順","順碰交響曲","中庸之道",30.00,2100.00,70.00
"2-2-2-3-4-5-6-7","三同","六連順","平胡","中庸之道",31.00,5580.00,180.00
"2-2-2-3-4-5-6-8","三同","五連順","順碰交響曲","無",32.00,1120.00,35.00
"2-2-2-3-4-5-7-7","三同","四連順","順碰交響曲","中庸之道",32.00,1600.00,50.00
"2-2-2-3-4-5-7-8","三同","四連順","順碰交響曲","無",33.00,825.00,25.00
"2-2-2-3-4-5-8-8","三同","四連順","順碰交響曲","無",34.00,850.00,25.00
"2-2-2-3-4-6-6-6","三同","三連順","順碰交響曲","中庸之道",31.00,1240.00,40.00
"2-2-2-3-4-6-6-7","三同","三連順","小葫蘆","中庸之道",32.00,1120.00,35.00
"2-2-2-3-4-6-6-8","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"2-2-2-3-4-6-7-7","三同","三連順","小葫蘆","中庸之道",33.00,1155.00,35.00
"2-2-2-3-4-6-7-8","三同","雙三連順","平胡","無",34.00,1530.00,45.00
"2-2-2-3-4-6-8-8","三同","三連順","小葫蘆","無",35.00,612.50,17.50
"2-2-2-3-4-7-7-7","三同","三連順","順碰交響曲","中庸之道",34.00,1360.00,40.00
"2-2-2-3-4-7-7-8","三同","三連順","小葫蘆","無",35.00,612.50,17.50
"2-2-2-3-4-7-8-8","三同","三連順","小葫蘆","無",36.00,630.00,17.50
"2-2-2-3-4-8-8-8","三同","三連順","順碰交響曲","無",37.00,740.00,20.00
"2-2-2-3-5-5-5-5","四同","無","中葫蘆","中庸之道",29.00,2088.00,72.00
"2-2-2-3-5-5-5-6","三同","無","雙三同","中庸之道",30.00,525.00,17.50
"2-2-2-3-5-5-5-7","三同","無","雙三同","中庸之道",31.00,542.50,17.50
"2-2-2-3-5-5-5-8","三同","無","雙三同","無",32.00,280.00,8.75
"2-2-2-3-5-5-6-6","三同","無","小葫蘆","中庸之道",31.00,542.50,17.50
"2-2-2-3-5-5-6-7","三同","三連順","順碰交響曲","中庸之道",32.00,1280.00,40.00
"2-2-2-3-5-5-6-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"2-2-2-3-5-5-7-7","三同","無","小葫蘆","中庸之道",33.00,577.50,17.50
"2-2-2-3-5-5-7-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-2-3-5-5-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-2-3-5-6-6-6","三同","無","雙三同","中庸之道",32.00,560.00,17.50
"2-2-2-3-5-6-6-7","三同","三連順","順碰交響曲","中庸之道",33.00,1320.00,40.00
"2-2-2-3-5-6-6-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-2-3-5-6-7-7","三同","三連順","順碰交響曲","中庸之道",34.00,1360.00,40.00
"2-2-2-3-5-6-7-8","三同","四連順","順碰交響曲","無",35.00,875.00,25.00
"2-2-2-3-5-6-8-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-2-3-5-7-7-7","三同","無","雙三同","中庸之道",35.00,612.50,17.50
"2-2-2-3-5-7-7-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-2-3-5-7-8-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"2-2-2-3-5-8-8-8","三同","無","雙三同","無",38.00,332.50,8.75
"2-2-2-3-6-6-6-6","四同","無","中葫蘆","中庸之道",33.00,2376.00,72.00
"2-2-2-3-6-6-6-7","三同","無","雙三同","中庸之道",34.00,595.00,17.50
"2-2-2-3-6-6-6-8","三同","無","雙三同","無",35.00,306.25,8.75
"2-2-2-3-6-6-7-7","三同","無","小葫蘆","中庸之道",35.00,612.50,17.50
"2-2-2-3-6-6-7-8","三同","三連順","順碰交響曲","無",36.00,720.00,20.00
"2-2-2-3-6-6-8-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"2-2-2-3-6-7-7-7","三同","無","雙三同","中庸之道",36.00,630.00,17.50
"2-2-2-3-6-7-7-8","三同","三連順","順碰交響曲","無",37.00,740.00,20.00
"2-2-2-3-6-7-8-8","三同","三連順","順碰交響曲","無",38.00,760.00,20.00
"2-2-2-3-6-8-8-8","三同","無","雙三同","無",39.00,341.25,8.75
"2-2-2-3-7-7-7-7","四同","無","中葫蘆","中庸之道",37.00,2664.00,72.00
"2-2-2-3-7-7-7-8","三同","無","雙三同","無",38.00,332.50,8.75
"2-2-2-3-7-7-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"2-2-2-3-7-8-8-8","三同","無","雙三同","無",40.00,350.00,8.75
"2-2-2-3-8-8-8-8","四同","無","中葫蘆","無",41.00,1476.00,36.00
"2-2-2-4-4-4-4-4","五同","無","葫蘆","絕對秩序",26.00,18720.00,720.00
"2-2-2-4-4-4-4-5","四同","無","中葫蘆","中庸之道",27.00,1944.00,72.00
"2-2-2-4-4-4-4-6","四同","無","中葫蘆","絕對秩序",28.00,8064.00,288.00
"2-2-2-4-4-4-4-7","四同","無","中葫蘆","中庸之道",29.00,2088.00,72.00
"2-2-2-4-4-4-4-8","四同","無","中葫蘆","絕對秩序",30.00,8640.00,288.00
"2-2-2-4-4-4-5-5","三同","無","碰碰胡","中庸之道",28.00,700.00,25.00
"2-2-2-4-4-4-5-6","三同","三連順","順碰交響曲","中庸之道",29.00,1160.00,40.00
"2-2-2-4-4-4-5-7","三同","無","雙三同","中庸之道",30.00,525.00,17.50
"2-2-2-4-4-4-5-8","三同","無","雙三同","無",31.00,271.25,8.75
"2-2-2-4-4-4-6-6","三同","無","碰碰胡","絕對秩序",30.00,3000.00,100.00
"2-2-2-4-4-4-6-7","三同","無","雙三同","中庸之道",31.00,542.50,17.50
"2-2-2-4-4-4-6-8","三同","無","雙三同","絕對秩序",32.00,2240.00,70.00
"2-2-2-4-4-4-7-7","三同","無","碰碰胡","中庸之道",32.00,800.00,25.00
"2-2-2-4-4-4-7-8","三同","無","雙三同","無",33.00,288.75,8.75
"2-2-2-4-4-4-8-8","三同","無","碰碰胡","絕對秩序",34.00,3400.00,100.00
"2-2-2-4-4-5-5-5","三同","無","碰碰胡","中庸之道",29.00,725.00,25.00
"2-2-2-4-4-5-5-6","三同","三連順","順碰交響曲","中庸之道",30.00,1200.00,40.00
"2-2-2-4-4-5-5-7","三同","無","小葫蘆","中庸之道",31.00,542.50,17.50
"2-2-2-4-4-5-5-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"2-2-2-4-4-5-6-6","三同","三連順","順碰交響曲","中庸之道",31.00,1240.00,40.00
"2-2-2-4-4-5-6-7","三同","四連順","順碰交響曲","中庸之道",32.00,1600.00,50.00
"2-2-2-4-4-5-6-8","三同","三連順","順碰交響曲","無",33.00,660.00,20.00
"2-2-2-4-4-5-7-7","三同","無","小葫蘆","中庸之道",33.00,577.50,17.50
"2-2-2-4-4-5-7-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-2-4-4-5-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-2-4-4-6-6-6","三同","無","碰碰胡","絕對秩序",32.00,3200.00,100.00
"2-2-2-4-4-6-6-7","三同","無","小葫蘆","中庸之道",33.00,577.50,17.50
"2-2-2-4-4-6-6-8","三同","無","小葫蘆","絕對秩序",34.00,2380.00,70.00
"2-2-2-4-4-6-7-7","三同","無","小葫蘆","中庸之道",34.00,595.00,17.50
"2-2-2-4-4-6-7-8","三同","三連順","順碰交響曲","無",35.00,700.00,20.00
"2-2-2-4-4-6-8-8","三同","無","小葫蘆","絕對秩序",36.00,2520.00,70.00
"2-2-2-4-4-7-7-7","三同","無","碰碰胡","中庸之道",35.00,875.00,25.00
"2-2-2-4-4-7-7-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-2-4-4-7-8-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"2-2-2-4-4-8-8-8","三同","無","碰碰胡","絕對秩序",38.00,3800.00,100.00
"2-2-2-4-5-5-5-5","四同","無","中葫蘆","中庸之道",30.00,2160.00,72.00
"2-2-2-4-5-5-5-6","三同","三連順","順碰交響曲","中庸之道",31.00,1240.00,40.00
"2-2-2-4-5-5-5-7","三同","無","雙三同","中庸之道",32.00,560.00,17.50
"2-2-2-4-5-5-5-8","三同","無","雙三同","無",33.00,288.75,8.75
"2-2-2-4-5-5-6-6","三同","三連順","順碰交響曲","中庸之道",32.00,1280.00,40.00
"2-2-2-4-5-5-6-7","三同","四連順","順碰交響曲","中庸之道",33.00,1650.00,50.00
"2-2-2-4-5-5-6-8","三同","三連順","順碰交響曲","無",34.00,680.00,20.00
"2-2-2-4-5-5-7-7","三同","無","小葫蘆","中庸之道",34.00,595.00,17.50
"2-2-2-4-5-5-7-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-2-4-5-5-8-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-2-4-5-6-6-6","三同","三連順","順碰交響曲","中庸之道",33.00,1320.00,40.00
"2-2-2-4-5-6-6-7","三同","四連順","順碰交響曲","中庸之道",34.00,1700.00,50.00
"2-2-2-4-5-6-6-8","三同","三連順","順碰交響曲","無",35.00,700.00,20.00
"2-2-2-4-5-6-7-7","三同","四連順","順碰交響曲","中庸之道",35.00,1750.00,50.00
"2-2-2-4-5-6-7-8","三同","五連順","順碰交響曲","無",36.00,1260.00,35.00
"2-2-2-4-5-6-8-8","三同","三連順","順碰交響曲","無",37.00,740.00,20.00
"2-2-2-4-5-7-7-7","三同","無","雙三同","中庸之道",36.00,630.00,17.50
"2-2-2-4-5-7-7-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"2-2-2-4-5-7-8-8","三同","無","小葫蘆","無",38.00,332.50,8.75
"2-2-2-4-5-8-8-8","三同","無","雙三同","無",39.00,341.25,8.75
"2-2-2-4-6-6-6-6","四同","無","中葫蘆","絕對秩序",34.00,9792.00,288.00
"2-2-2-4-6-6-6-7","三同","無","雙三同","中庸之道",35.00,612.50,17.50
"2-2-2-4-6-6-6-8","三同","無","雙三同","絕對秩序",36.00,2520.00,70.00
"2-2-2-4-6-6-7-7","三同","無","小葫蘆","中庸之道",36.00,630.00,17.50
"2-2-2-4-6-6-7-8","三同","三連順","順碰交響曲","無",37.00,740.00,20.00
"2-2-2-4-6-6-8-8","三同","無","小葫蘆","絕對秩序",38.00,2660.00,70.00
"2-2-2-4-6-7-7-7","三同","無","雙三同","中庸之道",37.00,647.50,17.50
"2-2-2-4-6-7-7-8","三同","三連順","順碰交響曲","無",38.00,760.00,20.00
"2-2-2-4-6-7-8-8","三同","三連順","順碰交響曲","無",39.00,780.00,20.00
"2-2-2-4-6-8-8-8","三同","無","雙三同","絕對秩序",40.00,2800.00,70.00
"2-2-2-4-7-7-7-7","四同","無","中葫蘆","中庸之道",38.00,2736.00,72.00
"2-2-2-4-7-7-7-8","三同","無","雙三同","無",39.00,341.25,8.75
"2-2-2-4-7-7-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"2-2-2-4-7-8-8-8","三同","無","雙三同","無",41.00,358.75,8.75
"2-2-2-4-8-8-8-8","四同","無","中葫蘆","絕對秩序",42.00,12096.00,288.00
"2-2-2-5-5-5-5-5","五同","無","葫蘆","中庸之道",31.00,5580.00,180.00
"2-2-2-5-5-5-5-6","四同","無","中葫蘆","中庸之道",32.00,2304.00,72.00
"2-2-2-5-5-5-5-7","四同","無","中葫蘆","中庸之道",33.00,2376.00,72.00
"2-2-2-5-5-5-5-8","四同","無","中葫蘆","無",34.00,1224.00,36.00
"2-2-2-5-5-5-6-6","三同","無","碰碰胡","中庸之道",33.00,825.00,25.00
"2-2-2-5-5-5-6-7","三同","三連順","順碰交響曲","中庸之道",34.00,1360.00,40.00
"2-2-2-5-5-5-6-8","三同","無","雙三同","無",35.00,306.25,8.75
"2-2-2-5-5-5-7-7","三同","無","碰碰胡","中庸之道",35.00,875.00,25.00
"2-2-2-5-5-5-7-8","三同","無","雙三同","無",36.00,315.00,8.75
"2-2-2-5-5-5-8-8","三同","無","碰碰胡","無",37.00,462.50,12.50
"2-2-2-5-5-6-6-6","三同","無","碰碰胡","中庸之道",34.00,850.00,25.00
"2-2-2-5-5-6-6-7","三同","三連順","順碰交響曲","中庸之道",35.00,1400.00,40.00
"2-2-2-5-5-6-6-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-2-5-5-6-7-7","三同","三連順","順碰交響曲","中庸之道",36.00,1440.00,40.00
"2-2-2-5-5-6-7-8","三同","四連順","順碰交響曲","無",37.00,925.00,25.00
"2-2-2-5-5-6-8-8","三同","無","小葫蘆","無",38.00,332.50,8.75
"2-2-2-5-5-7-7-7","三同","無","碰碰胡","中庸之道",37.00,925.00,25.00
"2-2-2-5-5-7-7-8","三同","無","小葫蘆","無",38.00,332.50,8.75
"2-2-2-5-5-7-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"2-2-2-5-5-8-8-8","三同","無","碰碰胡","無",40.00,500.00,12.50
"2-2-2-5-6-6-6-6","四同","無","中葫蘆","中庸之道",35.00,2520.00,72.00
"2-2-2-5-6-6-6-7","三同","三連順","順碰交響曲","中庸之道",36.00,1440.00,40.00
"2-2-2-5-6-6-6-8","三同","無","雙三同","無",37.00,323.75,8.75
"2-2-2-5-6-6-7-7","三同","三連順","順碰交響曲","中庸之道",37.00,1480.00,40.00
"2-2-2-5-6-6-7-8","三同","四連順","順碰交響曲","無",38.00,950.00,25.00
"2-2-2-5-6-6-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"2-2-2-5-6-7-7-7","三同","三連順","順碰交響曲","中庸之道",38.00,1520.00,40.00
"2-2-2-5-6-7-7-8","三同","四連順","順碰交響曲","無",39.00,975.00,25.00
"2-2-2-5-6-7-8-8","三同","四連順","順碰交響曲","無",40.00,1000.00,25.00
"2-2-2-5-6-8-8-8","三同","無","雙三同","無",41.00,358.75,8.75
"2-2-2-5-7-7-7-7","四同","無","中葫蘆","中庸之道",39.00,2808.00,72.00
"2-2-2-5-7-7-7-8","三同","無","雙三同","無",40.00,350.00,8.75
"2-2-2-5-7-7-8-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"2-2-2-5-7-8-8-8","三同","無","雙三同","無",42.00,367.50,8.75
"2-2-2-5-8-8-8-8","四同","無","中葫蘆","無",43.00,1548.00,36.00
"2-2-2-6-6-6-6-6","五同","無","葫蘆","絕對秩序",36.00,25920.00,720.00
"2-2-2-6-6-6-6-7","四同","無","中葫蘆","中庸之道",37.00,2664.00,72.00
"2-2-2-6-6-6-6-8","四同","無","中葫蘆","絕對秩序",38.00,10944.00,288.00
"2-2-2-6-6-6-7-7","三同","無","碰碰胡","中庸之道",38.00,950.00,25.00
"2-2-2-6-6-6-7-8","三同","三連順","順碰交響曲","無",39.00,780.00,20.00
"2-2-2-6-6-6-8-8","三同","無","碰碰胡","絕對秩序",40.00,4000.00,100.00
"2-2-2-6-6-7-7-7","三同","無","碰碰胡","中庸之道",39.00,975.00,25.00
"2-2-2-6-6-7-7-8","三同","三連順","順碰交響曲","無",40.00,800.00,20.00
"2-2-2-6-6-7-8-8","三同","三連順","順碰交響曲","無",41.00,820.00,20.00
"2-2-2-6-6-8-8-8","三同","無","碰碰胡","絕對秩序",42.00,4200.00,100.00
"2-2-2-6-7-7-7-7","四同","無","中葫蘆","中庸之道",40.00,2880.00,72.00
"2-2-2-6-7-7-7-8","三同","三連順","順碰交響曲","無",41.00,820.00,20.00
"2-2-2-6-7-7-8-8","三同","三連順","順碰交響曲","無",42.00,840.00,20.00
"2-2-2-6-7-8-8-8","三同","三連順","順碰交響曲","無",43.00,860.00,20.00
"2-2-2-6-8-8-8-8","四同","無","中葫蘆","絕對秩序",44.00,12672.00,288.00
"2-2-2-7-7-7-7-7","五同","無","葫蘆","中庸之道",41.00,7380.00,180.00
"2-2-2-7-7-7-7-8","四同","無","中葫蘆","無",42.00,1512.00,36.00
"2-2-2-7-7-7-8-8","三同","無","碰碰胡","無",43.00,537.50,12.50
"2-2-2-7-7-8-8-8","三同","無","碰碰胡","無",44.00,550.00,12.50
"2-2-2-7-8-8-8-8","四同","無","中葫蘆","無",45.00,1620.00,36.00
"2-2-2-8-8-8-8-8","五同","無","葫蘆","絕對秩序",46.00,33120.00,720.00
"2-2-3-3-3-3-3-3","六同","無","豪華四對子","中庸之道",22.00,7920.00,360.00
"2-2-3-3-3-3-3-4","五同","三連順","順碰交響曲","中庸之道",23.00,2208.00,96.00
"2-2-3-3-3-3-3-5","五同","無","小葫蘆","中庸之道",24.00,1008.00,42.00
"2-2-3-3-3-3-3-6","五同","無","小葫蘆","中庸之道",25.00,1050.00,42.00
"2-2-3-3-3-3-3-7","五同","無","小葫蘆","中庸之道",26.00,1092.00,42.00
"2-2-3-3-3-3-3-8","五同","無","小葫蘆","無",27.00,567.00,21.00
"2-2-3-3-3-3-4-4","四同","雙三連順","豪華四對子","中庸之道",24.00,9720.00,405.00
"2-2-3-3-3-3-4-5","四同","四連順","順碰交響曲","中庸之道",25.00,2250.00,90.00
"2-2-3-3-3-3-4-6","四同","三連順","順碰交響曲","中庸之道",26.00,1872.00,72.00
"2-2-3-3-3-3-4-7","四同","三連順","順碰交響曲","中庸之道",27.00,1944.00,72.00
"2-2-3-3-3-3-4-8","四同","三連順","順碰交響曲","無",28.00,1008.00,36.00
"2-2-3-3-3-3-5-5","四同","無","豪華四對子","中庸之道",26.00,3510.00,135.00
"2-2-3-3-3-3-5-6","四同","無","小葫蘆","中庸之道",27.00,850.50,31.50
"2-2-3-3-3-3-5-7","四同","無","小葫蘆","中庸之道",28.00,882.00,31.50
"2-2-3-3-3-3-5-8","四同","無","小葫蘆","無",29.00,456.75,15.75
"2-2-3-3-3-3-6-6","四同","無","豪華四對子","中庸之道",28.00,3780.00,135.00
"2-2-3-3-3-3-6-7","四同","無","小葫蘆","中庸之道",29.00,913.50,31.50
"2-2-3-3-3-3-6-8","四同","無","小葫蘆","無",30.00,472.50,15.75
"2-2-3-3-3-3-7-7","四同","無","豪華四對子","中庸之道",30.00,4050.00,135.00
"2-2-3-3-3-3-7-8","四同","無","小葫蘆","無",31.00,488.25,15.75
"2-2-3-3-3-3-8-8","四同","無","豪華四對子","無",32.00,2160.00,67.50
"2-2-3-3-3-4-4-4","三同","三龍會","碰碰胡","中庸之道",25.00,7500.00,300.00
"2-2-3-3-3-4-4-5","三同","三龍會","小葫蘆","中庸之道",26.00,5460.00,210.00
"2-2-3-3-3-4-4-6","三同","雙三連順","小葫蘆","中庸之道",27.00,1417.50,52.50
"2-2-3-3-3-4-4-7","三同","雙三連順","小葫蘆","中庸之道",28.00,1470.00,52.50
"2-2-3-3-3-4-4-8","三同","雙三連順","小葫蘆","無",29.00,761.25,26.25
"2-2-3-3-3-4-5-5","三同","四連順","小葫蘆","中庸之道",27.00,1181.25,43.75
"2-2-3-3-3-4-5-6","三同","三龍會","順碰交響曲","中庸之道",28.00,6720.00,240.00
"2-2-3-3-3-4-5-7","三同","四連順","小葫蘆","中庸之道",29.00,1268.75,43.75
"2-2-3-3-3-4-5-8","三同","四連順","小葫蘆","無",30.00,656.25,21.88
"2-2-3-3-3-4-6-6","三同","三連順","小葫蘆","中庸之道",29.00,1015.00,35.00
"2-2-3-3-3-4-6-7","三同","三連順","小葫蘆","中庸之道",30.00,1050.00,35.00
"2-2-3-3-3-4-6-8","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"2-2-3-3-3-4-7-7","三同","三連順","小葫蘆","中庸之道",31.00,1085.00,35.00
"2-2-3-3-3-4-7-8","三同","三連順","小葫蘆","無",32.00,560.00,17.50
"2-2-3-3-3-4-8-8","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"2-2-3-3-3-5-5-5","三同","無","碰碰胡","中庸之道",28.00,700.00,25.00
"2-2-3-3-3-5-5-6","三同","無","小葫蘆","中庸之道",29.00,507.50,17.50
"2-2-3-3-3-5-5-7","三同","無","小葫蘆","中庸之道",30.00,525.00,17.50
"2-2-3-3-3-5-5-8","三同","無","小葫蘆","無",31.00,271.25,8.75
"2-2-3-3-3-5-6-6","三同","無","小葫蘆","中庸之道",30.00,525.00,17.50
"2-2-3-3-3-5-6-7","三同","三連順","順碰交響曲","中庸之道",31.00,1240.00,40.00
"2-2-3-3-3-5-6-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"2-2-3-3-3-5-7-7","三同","無","小葫蘆","中庸之道",32.00,560.00,17.50
"2-2-3-3-3-5-7-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"2-2-3-3-3-5-8-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"2-2-3-3-3-6-6-6","三同","無","碰碰胡","中庸之道",31.00,775.00,25.00
"2-2-3-3-3-6-6-7","三同","無","小葫蘆","中庸之道",32.00,560.00,17.50
"2-2-3-3-3-6-6-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"2-2-3-3-3-6-7-7","三同","無","小葫蘆","中庸之道",33.00,577.50,17.50
"2-2-3-3-3-6-7-8","三同","三連順","順碰交響曲","無",34.00,680.00,20.00
"2-2-3-3-3-6-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-3-3-3-7-7-7","三同","無","碰碰胡","中庸之道",34.00,850.00,25.00
"2-2-3-3-3-7-7-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"2-2-3-3-3-7-8-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"2-2-3-3-3-8-8-8","三同","無","碰碰胡","無",37.00,462.50,12.50
"2-2-3-3-4-4-4-4","四同","雙三連順","豪華四對子","中庸之道",26.00,10530.00,405.00
"2-2-3-3-4-4-4-5","三同","三龍會","小葫蘆","中庸之道",27.00,5670.00,210.00
